id,district_code,district_name,constituency_code, constituency_name,subcounty_code,subcounty_name,parish_code,parish_name,polling_station_code,polling_station_name,total_voters
32685,39,TORORO,213,TORORO SOUTH COUNTY,04,OSUKURU TOWN COUCIL,13,TICAF WARD,03,TICAF MOSQUE,563
30824,97,SERERE,204,SERERE COUNTY,04,SERERE/OLIO,16,OSUGURO,04,ONGOBAI HEALTH CENTRE II,563
30650,97,SERERE,204,SERERE COUNTY,01,ATIIRA,17,ASILANG,02,ASILANG PRI. SCHOOL A,563
30420,37,RUKUNGIRI,197,RUBABO COUNTY,01,BUYANJA,07,RWAKIRUNGURA,03,RWENTUHA FULL GOSPEL CHURCH,563
29384,36,RAKAI,193,KOOKI COUNTY,11,KIFAMBA,16,KABALA,02,KASAASA P/SCHOOL,563
29117,35,PALLISA,337,GOGONYO COUNTY,06,KAUKURA,35,AUJABULE,01,OTUT PRM CHURCH,563
28673,76,OYAM,004,OYAM COUNTY NORTH,04,OTWAL,37,WANGLOBO,01,WANGLOBO P 7 SCHOOL,563
27807,34,NTUNGAMO,186,RUSHENYI COUNTY,03,RUBAARE,17,NYARWANYA,03,BIKONOKA CATHOLIC CHURCH,563
27043,33,NEBBI,183,PADYERE COUNTY,04,NEBBI,16,KALOWANG,04,PALEO COPE CENTRE,563
26842,107,NAPAK,145,BOKORA COUNTY,09,APEITOLIM,34,ACHUKUDU,04,JERUSALEM CATHOLIC CHURCH,563
26828,75,NAMUTUMBA,037,BUSIKI COUNTY,09,KIZUBA,28,NAWANSAGWA,01,NAMUSENO C.O.U,563
26658,75,NAMUTUMBA,338,BUSIKI NORTH COUNTY,08,KAGULU,42,IRWANIRO,02,IRWANIRO PRIMARY SCHOOL,563
26257,95,NAMAYINGO,345,NAMAYINGO SOUTH COUNTY,01,BANDA,17,LUGALA,09,BUDALA PRI SCHOOL (N-Z),563
26005,44,NAKASONGOLA,218,BUDYEBO COUNTY,03,LWAMPANGA,15,KISAALIZI,02,KYEBISIRE P/S,563
25972,44,NAKASONGOLA,106,NAKASONGOLA COUNTY,05,WABINYONYI,41,KAMUNIINA,02,MITANZI PRIMARY SCHOOL,563
25818,69,NAKASEKE,315,NAKASEKE CENTRAL COUNTY,12,KIWOKO TOWN COUNCIL,56,KIWOKO EAST WARD,04,MARANATHA PRIMARY SCHOOL (NAL-Z),563
25052,32,MUKONO,176,MUKONO COUNTY NORTH,04,NAMA,07,KASENGE,02,MBALALA PARENTS [A-M],563
24854,31,MUBENDE,290,MUBENDE MUNICIPALITY,02,SOUTH DIVISION,51,LWABAGABO WARD,05,NAMAGOGO P/S 'B',563
24634,31,MUBENDE,166,BUWEKULA COUNTY,06,MADUDU,35,KAKENZI,03,BULEGA/KYEDIKYO,563
24285,29,MOYO,153,WEST MOYO COUNTY,07,OTCE,15,PAMOYI,01,AMUA P/SCHOOL,563
23620,106,MITOOMA,020,RUHINDA COUNTY,06,MITOOMA,47,KATUNDA,02,KYANKUKWE PLAY GROUND,563
23548,106,MITOOMA,277,RUHINDA NORTH COUNTY,01,BITEREKO,01,BUSHEREGYENYI,01,KEBIREMU C.O.U,563
23232,27,MBARARA,140,KASHARI NORTH COUNTY,01,NYABISIRIRA TOWN COUNCIL,05,KYENSHAMA WARD,01,KAMPE TRADING CENTRE,563
22648,49,MAYUGE,035,BUNYA COUNTY SOUTH,01,KITYERERA,05,WANDEGEYA,03,NNENDA BAPTISM CHURCH,563
22307,49,MAYUGE,035,BUNYA COUNTY SOUTH,02,MALONGO,24,BUMWENA,04,BULUBUDHE MOSQUE,563
21981,25,MASINDI,124,BURULI COUNTY,04,MIIRYA,03,ISIMBA,06,POODYA C.O.U,563
21129,133,MADI-OKOLLO,009,UPPER MADI COUNTY,01,OFFAKA,02,ADRAA,03,PAMACHI CATHOLIC CHURCH,563
20744,23,LUWEERO,110,BAMUNANIKA COUNTY,09,ZIROBWE TOWN COUNCIL,47,ZIROBWE WEST WARD,03,BUKASA PRIMARY SCHOOL (A-NAL),563
20421,23,LUWEERO,107,KATIKAMU COUNTY NORTH,04,LUWEERO TOWN COUNCIL,22,KASANA P.W.D WARD,02,SSEKASI FOUNDATION PRI. SCH.,563
19676,85,LAMWO,092,LAMWO COUNTY,10,LAMWO TOWN COUNCIL,32,POBEL WARD,01,POBEL TRADING CENTRE,563
19339,119,KYOTERA,194,KYOTERA COUNTY,03,KASAALI TOWN COUNCIL,18,GAYAZA WARD,02,KYAKUDUSSE P/SCHOOL,563
18619,84,KYEGEGWA,055,KYAKA NORTH COUNTY,07,NKAAKWA,33,KAINGANI,02,NTUSI INTEGRATED PRI. SCH.,563
18173,127,KWANIA,002,KWANIA COUNTY,11,ATONGTIDI,45,WIGWENG,02,SDA CHURCH,563
18064,127,KWANIA,311,KWANIA NORTH COUNTY,03,INOMO,21,AGWICIRI,03,ANYWAL,563
16951,132,KITAGWENDA,054,KITAGWENDA COUNTY,03,NTARA,27,KITONZI,05,NTARA SUB COUNTY HQTRS,563
16474,92,KIRYANDONGO,263,KIBANDA NORTH COUNTY,09,NYAMAHASA,28,NANDA,07,FUNGUA MACHO C.O.U.{ K-Z},563
15425,16,KIBAALE,083,BUYANJA COUNTY,02,KIBAALE TOWN COUNCIL,30,KAMURASI WARD,01,NGANGI TRADING CENTRE,563
15222,131,KAZO,141,KAZO COUNTY,01,BUREMBA TOWN COUNCIL,23,KABINGO WARD,01,KABINGO HEALTH CENTRE II,563
14856,47,KAYUNGA,180,NTENJERU COUNTY SOUTH,02,NAZIGO,07,BUKAMBA,03,KISWA R/C P/S,563
14672,43,KATAKWI,206,USUK COUNTY,09,ONGONGOJA,30,AKETA,03,AKWAMOR P/S,563
14466,125,KASSANDA,168,KASSANDA COUNTY SOUTH,02,MYANZI,11,KIGALAMA,01,KIGALAMA C.O.U. PRI. SCH.,563
14092,15,KASESE,078,BUKONJO COUNTY WEST,06,MPONDWE/LHUBIRIHA TOWN COUNCIL,36,KYAMBOGHO WARD,01,KYAMBOGHO I C.O.U (A-J),563
13622,130,KARENGA,320,NAPORE WEST COUNTY,03,KARENGA TOWN COUNCIL,40,KARENGA WARD,01,KARENGA WOMEN'S CLUB,563
13456,14,KAPCHORWA,076,TINGEY COUNTY,13,MUNARYA,22,NGASIRE,01,SEBEI CHIRSTIAN ACADEMY NURSERY & PRI.SCH,563
12676,13,KAMULI,073,BUZAAYA COUNTY,01,BUGULUMBYA,04,NAKIBUNGULYA,03,NAKIBUNGULYA PRI SCH,563
11535,12,KAMPALA,068,NAKAWA DIVISION EAST,01,NAKAWA DIVISION,06,KISWA,02,MARKET PLACE,563
9934,113,KAGADI,220,BUYAGA WEST COUNTY,06,MPEEFU,29,RWABARANGA,08,RWABARANGA - CATH. CHURCH {A-M},563
9356,10,KABAROLE,052,BURAHYA COUNTY,03,HAKIBALE,12,KITULE,02,KITULE H/C II,563
9083,09,KABALE,045,NDORWA COUNTY EAST,02,KAHARO,10,KATENGA,04,KYOBUGOMBE HEALTH CENTRE II,563
8438,08,JINJA,306,KAGOMA NORTH COUNTY,03,BUWENGE,13,KAGOMA,03,MUTAI C.O.U COMPOUND,563
8388,08,JINJA,306,KAGOMA NORTH COUNTY,05,BUYENGO TOWN COUNCIL,18,BUTAMIRA WARD,02,NAWAMBOGA PRIMARY SCHOOL,563
8127,62,ISINGIRO,138,ISINGIRO COUNTY NORTH,07,KAGARAMA,27,KYABINUNGA,02,BUNGURA MARKET PLACE,563
7850,07,IGANGA,228,IGANGA MUNICIPALITY,01,CENTRAL DIVISION,08,WALUGOGO WARD,05,ST. PETERS C.O.U (M-NAK),563
7073,06,HOIMA,028,BUGAHYA COUNTY,07,KITOBA,26,KIRAGURA,02,KITOBA S/CTY HQTRS,563
5692,118,BUTEBO,188,BUTEBO COUNTY,13,KABELAI,47,GAYAZA,01,MUMPI'S MANGO TREE,563
5223,42,BUSIA,212,SAMIA BUGWE COUNTY SOUTH,02,LUMINO,06,LUMINO,06,NANGUTU,563
4869,04,BUSHENYI,018,IGARA COUNTY EAST,02,KYABUGIMBI,12,KAJUNJU,02,MUKORA PRI SCH,563
2069,72,BUDAKA,187,BUDAKA COUNTY,03,KADERUNA,57,KEBULA,01,KEBULA PRIMARY SCHOOL,563
1816,136,ARUA CITY,007,AYIVU DIVISION EAST,01,AYIVU DIVISION,13,LUFE WARD,01,AMVUA CATHOLIC PRI. SCHOOL,563
552,88,ALEBTONG,103,MOROTO COUNTY,03,ALOI,34,AMURIA,06,OLOO PRIMARY SCHOOL,563
34453,53,YUMBE,242,ARINGA SOUTH COUNTY,01,DRAJINI/ARAJIM,97,YAA,02,NAKU PRIMARY SCHOOL,562
34264,53,YUMBE,333,ARINGA EAST COUNTY,08,APO,39,KERILA,07,ELEKE,562
34058,52,WAKISO,156,BUSIRO COUNTY SOUTH,04,BUSSI,28,TEBANKIZA,01,GOMBE P/SCHOOL,562
33294,52,WAKISO,154,BUSIRO COUNTY EAST,01,KYENGERA TOWN COUNCIL,05,KISOZI WARD,03,NAMAGOMA B [A-L]- UMEA PRI SCH,562
32799,52,WAKISO,161,MAKINDYE-SSABAGABO MUNICIPALITY,01,MASAJJA DIVISION,02,BUSABALA WARD,01,BUGGU (A-M) - ST. AUGUSTINE INFANT,562
32035,45,SSEMBABULE,322,MAWOGOLA WEST COUNTY,10,NAKASENYI,10,NTETE,05,KAMASAVU FULL GOSPEL,562
31853,45,SSEMBABULE,120,MAWOGOLA COUNTY,03,MATEETE,06,KAYUNGA,11,KASAANA MOVEMENT,562
30714,97,SERERE,204,SERERE COUNTY,02,KATETA,05,KANYANGAN,01,AMINIT-OPEDURU,562
30683,97,SERERE,204,SERERE COUNTY,03,KYERE,24,KAKUJA,02,KAKUJA P/SCHOOL,562
30486,135,RWAMPARA,143,RWAMPARA COUNTY,05,KINONI TOWN COUNCIL,09,KATEREZA WARD,05,KYEMIGYERA C.O.U,562
30252,37,RUKUNGIRI,197,RUBABO COUNTY,04,NYARUSHANJE,28,KISIIZI,04,KISIIZI UPPER PRI SCH,562
29219,35,PALLISA,337,GOGONYO COUNTY,06,KAUKURA,29,KAUKURA,01,KAUKURA P/S,562
28489,76,OYAM,004,OYAM COUNTY NORTH,04,OTWAL,18,AMUKUGUNGU,02,ANGOLO P 7 SCHOOL,562
27822,34,NTUNGAMO,186,RUSHENYI COUNTY,03,RUBAARE,18,OMUNGYENYI,01,MUGONO C.O.U,562
27471,34,NTUNGAMO,184,KAJARA COUNTY,07,NYAMUNUKA TOWN COUNCIL,01,ITEREERO WARD,04,NYAMIYAGA CATHOLIC CHURCH,562
27227,108,NGORA,098,NGORA COUNTY,02,KOBWIN,09,ACIISA,01,ACIISA PRI. SCH.,562
26316,95,NAMAYINGO,033,BUKOOLI SOUTH COUNTY,07,NAMAYINGO TOWN COUNCIL,43,NASINU WARD,01,BUNYIKA PRI SCHOOL,562
24562,31,MUBENDE,290,MUBENDE MUNICIPALITY,02,SOUTH DIVISION,01,BUSAALE WARD,03,KISAGAZI CATHOLIC CHURCH,562
22440,49,MAYUGE,034,BUNYA COUNTY EAST,02,KIGANDALO,09,KIOGA (MAYENGO),02,BWEZA PRIMARY SCHOOL,562
22214,49,MAYUGE,035,BUNYA COUNTY SOUTH,01,KITYERERA,17,BUBINGE,01,BUSIMO P/SCHOOL,562
21494,77,MARACHA,010,MARACHA COUNTY,02,OBIBA,10,BARANYA,01,BARANYA CHURCH OF UGANDA,562
21272,67,MANAFWA,339,BUTIRU COUNTY,19,BUKHADALA,105,BUKHADALA,01,BUWAMAYI,562
20879,105,LWENGO,112,BUKOTO COUNTY MID-WEST,01,LWENGO,01,KITO,10,BULASANA TRADING CENTRE,562
20081,94,LUUKA,040,LUUKA NORTH COUNTY,02,BUKOOMA,08,BUKYANGWA,04,BUKYANGA PRIMARY SCHOOL,562
18804,84,KYEGEGWA,268,KYAKA SOUTH COUNTY,03,MIGAMBA,07,NSONGA,01,MIGAMBA HILLSIDE PRIMARY SCHOOL,562
17456,103,KOLE,267,KOLE NORTH COUNTY,04,ABOKE TOWN COUNCIL,05,AKWIRIDIDI WARD,08,WIPIP P 7 SCHOOL B,562
16085,126,KIKUUBE,344,BUHAGUZI EAST COUNTY,02,BUHIMBA,07,MUSAIJAMUKURU WEST,05,KISIIHA PRIMARY SCHOOL,562
15664,17,KIBOGA,084,KIBOGA EAST COUNTY,12,KYOMYA,05,KYOOMYA,02,KABBO PLAYGROUND,562
15315,131,KAZO,141,KAZO COUNTY,04,KAZO,16,MBABA,02,NYAKINOMBE TRADING CENTRE,562
13073,55,KANUNGU,195,KINKIZI COUNTY EAST,05,KANUNGU TOWN COUNCIL,16,EASTERN WARD,03,MUSHASHA PRI SCH,562
11881,12,KAMPALA,061,KAMPALA CENTRAL DIVISION,01,KAMPALA CENTRAL,14,MENGO,08,MZEE SEMPEBWA S PLACE,562
11235,12,KAMPALA,064,MAKINDYE DIVISION EAST,01,MAKINDYE DIVISION,05,KANSANGA,08,KASANGA POLICE STATION [A-M] - NABUTITI,562
10489,64,KALIRO,072,BULAMOGI COUNTY,07,BUYINDA,21,BUKONDE,03,KIBUYE MISAIRI CHURCH,562
9468,54,KABERAMAIDO,200,KABERAMAIDO COUNTY,06,APERIKIRA,20,APERIKIRA,01,ACONGWEN PRI SCH,562
9235,09,KABALE,045,NDORWA COUNTY EAST,01,BUHARA,06,RWENE,04,RWENE PRI SCH,562
8363,08,JINJA,042,KAGOMA COUNTY,02,BUTAGAYA,06,BUDIMA,02,KABEMBE PRIMARY SCHOOL(A-M),562
7866,62,ISINGIRO,135,BUKANGA COUNTY,05,MBAARE,35,BURIGI,02,BURIGI CATHOLIC CHURCH,562
7838,07,IGANGA,228,IGANGA MUNICIPALITY,02,NORTHERN DIVISION,01,NKONO WARD,04,DIVISION HEALTH CENTRE III (N-Z),562
7808,07,IGANGA,038,KIGULU COUNTY NORTH,02,NAMBALE,11,NASUTI,02,NASUUTI PRI. SCH. (N-Z),562
7595,07,IGANGA,039,KIGULU COUNTY SOUTH,04,NAKIGO,15,BULUBANDI,06,BUGABWE -BUGABWE PRI.SCH.(L-NAK),562
7332,61,IBANDA,293,IBANDA MUNICIPALITY,03,KAGONGO DIVISION,05,KANYANSHEKO WARD,01,KANYENSHEKO PARISH HQTRS,562
6858,137,GULU CITY,298,LAROO-PECE DIVISION,01,LAROO-PECE DIVISION,07,LALIYA WARD,01,TOL-MANWANG ONARI'S HOME (A-A),562
6164,83,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,35,NSOOMBA,05,NSOMBA PRI SCH,562
5490,60,BUTALEJA,236,BUNYOLE WEST COUNTY,02,BUSABA,44,MULANGA,04,NAHAGULU PRI. SCH.,562
3644,79,BUKEDEA,096,BUKEDEA COUNTY,03,KIDONGOLE,74,KOTOLUTU,02,KOTOLUT PRIMARY SCHOOL,562
2850,123,BUGWERI,030,BUGWERI COUNTY,03,MAKUUTU,20,MAKANDWA,01,MAWOLOLO ISLAMIC SCHOOL,562
1793,136,ARUA CITY,013,ARUA CENTRAL DIVISION,01,ARUA CENTRAL DIVISION,04,KENYA WARD,01,LUMUMBA OJIO RD MANGO TREE,562
1592,02,ARUA,012,VURRA COUNTY,02,ARIVU,06,AWIKA,03,AWIKA CHURCH OF UGANDA (A-D),562
1286,71,AMURU,024,KILAK SOUTH COUNTY,03,LAMOGI,18,LACOR,04,LACOR P.7 SCHOOL D,562
1031,58,AMURIA,199,AMURIA COUNTY,09,APEDURU,07,AJAKI,02,AJAKI AGUURUT CATHOLIC CHURCH,562
34266,53,YUMBE,241,ARINGA NORTH COUNTY,12,KERWA,08,KERWA,01,OJIPAKU TRADING CENTRE,561
32439,39,TORORO,343,WEST BUDAMA NORTH EAST COUNTY,11,SERE,43,LIWIRA,04,LIWIRA PRI SCHOOL,561
30873,101,SHEEMA,021,SHEEMA COUNTY NORTH,03,KYANGYENYI,03,KAGONGI,04,RYAMASA PREPARATORY SCH,561
30800,97,SERERE,204,SERERE COUNTY,03,KYERE,12,OLUPE,05,KAUKURA,561
30524,135,RWAMPARA,143,RWAMPARA COUNTY,04,NDEIJA,21,KONGORO,03,KONGORO PRI SCH,561
30523,135,RWAMPARA,143,RWAMPARA COUNTY,04,NDEIJA,21,KONGORO,02,NYAKATUGUNDA PRI SCH,561
30264,37,RUKUNGIRI,198,RUJUMBURA COUNTY,01,BUGANGARI,06,KYABUREERE,02,BUREMBO PARISH HQTRS,561
29382,36,RAKAI,193,KOOKI COUNTY,02,DYANGO TOWN COUNCIL,04,DYANGO WARD,03,DYANGO P/SCHOOL,561
27273,108,NGORA,098,NGORA COUNTY,04,NGORA,60,KALENGO,04,AGOLITOM PRI. SCH. (B-Z),561
26563,120,NAMISINDWA,329,BUBULO EAST COUNTY,19,BUMITYERO,105,MULONDO,02,SITUYI P/S,561
26260,95,NAMAYINGO,033,BUKOOLI SOUTH COUNTY,03,BUYINJA,13,LWANGOSIA,01,NAMUTABA PRI SCH,561
25450,32,MUKONO,231,MUKONO MUNICIPALITY,03,MUKONO CENTRAL DIVISION,17,NTAWO WARD,21,NTAWO [NAN-Z],561
24826,31,MUBENDE,166,BUWEKULA COUNTY,02,BUTOLOOGO,04,KYEZA,03,KATAGI P/S (N-Z),561
24502,30,MPIGI,163,MAWOKOTA COUNTY SOUTH,03,NKOZI,25,NINDYE,01,KAKONI T.C,561
24221,29,MOYO,153,WEST MOYO COUNTY,08,ALURU,08,ALURU,06,DISTRICT FARM INSITUTE,561
23825,68,MITYANA,289,MITYANA MUNICIPALITY,02,CENTRAL DIVISION,12,CENTRAL WARD,01,AGIP KAMPALA RD. A,561
23818,68,MITYANA,165,BUSUJJU COUNTY,06,BBANDA TOWN COUNCIL,21,BUZIBAZZI WARD,02,KAKINDU PRIMARY SCHOOL,561
23471,140,MBARARA CITY,300,MBARARA SOUTH DIVISION,01,MBARARA SOUTH DIVISION,26,NYARUBUNGO II WARD,01,KATUKURU PRI SCH,561
23264,27,MBARARA,140,KASHARI NORTH COUNTY,03,KAGONGI,38,NTUURA,01,OMUKAGYERA PRI SCH (A-L),561
23261,27,MBARARA,140,KASHARI NORTH COUNTY,03,KAGONGI,37,NSIIKA,01,NSIIKA PRI SCH,561
23177,27,MBARARA,259,KASHARI SOUTH COUNTY,06,RUBAYA,13,BUNENERO,03,RUGARAMA PLAYGROUND,561
22472,49,MAYUGE,036,BUNYA COUNTY WEST,04,BUKATUBE,08,LWANIKA,08,LWANIKA CHURCH (A-M),561
22070,25,MASINDI,124,BURULI COUNTY,08,KIJUNJUBWA TOWN COUNCIL,15,KIJUNJUBWA WARD,01,KIJUNJUBWA NORTH,561
21563,77,MARACHA,010,MARACHA COUNTY,04,OLUVU,16,MICHU,06,ONGUDRI,561
20187,94,LUUKA,271,LUUKA SOUTH COUNTY,07,WAIBUGA,36,LWAKI,03,BRIGHT PRIMARY SCHOOL,561
19285,48,KYENJOJO,057,MWENGE COUNTY SOUTH,07,KISOJO,14,RWEITENGYA,01,KIGAAYA C.O.U,561
19255,48,KYENJOJO,274,MWENGE CENTRAL COUNTY,07,KYARUSOZI TOWN COUNCIL,45,NYAKITOJO WARD,04,NYAKITOJO,561
18683,84,KYEGEGWA,334,KYAKA CENTRAL COUNTY,04,KYEGEGWA,13,KIHAMBA,04,KINYINYA PRIMARY SCHOOL,561
17627,103,KOLE,001,KOLE SOUTH COUNTY,01,AKALO TOWN COUNCIL,07,WESTERN A WARD,01,ADYEDA P.7 SCH,561
17437,103,KOLE,001,KOLE SOUTH COUNTY,05,BALA,24,AGEGE,01,ABERDYANGOTO P 7 SCHOOL,561
15488,16,KIBAALE,308,BUYANJA EAST COUNTY,07,NYAMARWA,25,KYAKATWANGA,01,KYAKATWANGA T/C,561
15300,131,KAZO,141,KAZO COUNTY,09,KYAMPANGARA,01,KYAMPANGARA,03,IBAARE II PRI SCH,561
13716,15,KASESE,078,BUKONJO COUNTY WEST,01,BWERA,30,BUNYISWA,01,COLLEGE T/CENTRE,561
13467,14,KAPCHORWA,283,KAPCHORWA MUNICIPALITY,02,EAST DIVISION,74,SIRON WARD,02,KASHABUL PRIMARY SCHOOL,561
13035,55,KANUNGU,196,KINKIZI COUNTY WEST,06,KIHIIHI TOWN COUNCIL,07,BIHOMBORWA WARD,02,OMUKADEREGYE TRADING CENTRE,561
12834,46,KAMWENGE,262,KIBALE EAST COUNTY,01,BWIZI,02,BWIZI,08,NYABIRUNGI C.O.U,561
12735,13,KAMULI,071,BUGABULA COUNTY SOUTH,03,KITAYUNJWA,16,NAWANGO,03,ST. JACOB P/SCHOOL,561
12564,13,KAMULI,073,BUZAAYA COUNTY,02,KISOZI,08,KIYUNGA,04,KIYUNGA T C(A-M),561
9513,54,KABERAMAIDO,200,KABERAMAIDO COUNTY,06,APERIKIRA,09,OLELAI,01,OPIRO PRIMARY SCHOOL,561
9082,09,KABALE,045,NDORWA COUNTY EAST,02,KAHARO,10,KATENGA,03,NTUNGAMO PRI SCH,561
8635,138,JINJA CITY,299,JINJA NORTH DIVISION,01,JINJA NORTH DIVISION,12,BUWENDA TC WARD,06,BUWENDA HEALTH CENTRE II (A-M),561
7479,61,IBANDA,136,IBANDA COUNTY NORTH,04,ISHONGORORO TOWN COUNCIL,08,NYANTSIMBO WARD,10,ISHONGORORO HEALTH CENTRE IV,561
7407,61,IBANDA,293,IBANDA MUNICIPALITY,03,KAGONGO DIVISION,23,KYARUHANGA WARD,01,IBANDA MIXED PRI SCH,561
5995,83,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,13,IRAAPA,01,BULUBAALE HEALTH CENTRE,561
5953,83,BUYENDE,217,BUDIOPE EAST COUNTY,06,NGANDHO,24,BUYAMBA,01,BUYAMBA PRIMARY SCHOOL,561
5188,42,BUSIA,212,SAMIA BUGWE COUNTY SOUTH,06,BUSIME,21,BWANIHA,02,BWANIHA TRADING CENTRE,561
4290,73,BULIISA,123,BULIISA COUNTY,07,NGWEDO,06,NGWEDO,02,NGWEDO P/SOCIETY,561
3765,98,BUKOMANSIMBI,111,BUKOMANSIMBI NORTH COUNTY,03,KIGANGAZZI TOWN COUNCIL,13,KISABA WARD,03,KISABA T.C,561
3519,79,BUKEDEA,096,BUKEDEA COUNTY,09,KAMUTUR,81,AKAKAAT,01,AKAKAAT PRIMARY SCHOOL,561
3269,82,BUIKWE,173,LUGAZI MUNICIPALITY,01,KAWOLO DIVISION,07,LUWAYO WARD,01,NAKANYA ACTIVE P/SCHOOL,561
2000,72,BUDAKA,187,BUDAKA COUNTY,08,BUDAKA TOWN COUNCIL,40,BWASE WARD,01,AJACAN NURSERY AND PRI.SCH,561
746,57,AMOLATAR,319,KIOGA NORTH COUNTY,04,AWELLO,09,AKONGOMIT,01,ADWALA P 7 SCH,561
676,88,ALEBTONG,216,AJURI COUNTY,05,OMORO,28,OMARARI,01,OMARARI P.7 SCHOOL,561
9,70,ABIM,095,LABWOR COUNTY,04,MORULEM,30,AKWANGAGWEL,01,AKWANGAGWEL PRI. SCHOOL,561
34673,87,ZOMBO,182,OKORO COUNTY,08,ABANGA,25,THANGA,03,BONINGA,560
34599,87,ZOMBO,182,OKORO COUNTY,12,ATHUMA,51,OLYEKU,04,ARIKPA P/SCHOOL,560
34300,53,YUMBE,333,ARINGA EAST COUNTY,02,BARAKALA TOWN COUNCIL,02,LOMIRUI WARD,03,LOMIRIJI,560
31987,45,SSEMBABULE,120,MAWOGOLA COUNTY,09,MITETE,08,MITEETE,02,NABIYAGI,560
30743,97,SERERE,203,KASILO COUNTY,01,BUGONDO,04,KONGOTO,04,OKOKOMA PAG CHURCH,560
30664,97,SERERE,203,KASILO COUNTY,02,KADUNGULU,06,IRUKO,01,AJUBA BOREHOLE A,560
30185,37,RUKUNGIRI,198,RUJUMBURA COUNTY,01,BUGANGARI,04,KASHAYO,01,NYAKARIRO PRI SCH,560
30147,37,RUKUNGIRI,197,RUBABO COUNTY,03,NYAKISHENYI,17,KAFUNJO,04,KAFUNJO HEALTH CENTRE II,560
28886,50,PADER,243,ARUU NORTH COUNTY,04,PAIULA,22,PAIULA,02,BUSIA,560
28202,115,OMORO,026,OMORO COUNTY,05,ODEK,33,OLAM,03,ODEK P.7 SCHOOL,560
26063,44,NAKASONGOLA,106,NAKASONGOLA COUNTY,06,NAKASONGOLA TOWN COUNCIL,31,NAKASONGOLA CENTRAL WARD,01,NAKASONGOLA COMM. CENTRE [A-M],560
25666,56,NAKAPIRIPIRIT,146,CHEKWII COUNTY (KADAM),04,NAMALU,24,NAMATATA,02,KALAPATA PRIMARY SCHOOL,560
24959,32,MUKONO,231,MUKONO MUNICIPALITY,01,GOMA DIVISION,01,BUKERERE WARD,13,PAPAATI (N-Z)- C.O.U. COMPOUND,560
24876,31,MUBENDE,221,KASAMBYA COUNTY,01,BAGEZZA,14,MUGUNGULU,04,MUGUNGULU PRIMARY SCHOOL,560
23670,106,MITOOMA,335,RUHINDA SOUTH COUNTY,09,MAYANGA,09,MAYANGA,03,MAYANGA MODERN PRI SCH,560
22980,142,MBALE CITY,134,INDUSTRIAL DIVISION,01,INDUSTRIAL DIVISION,01,MALUKHU WARD,05,WAMBWA PRI. SCH (N-Z),560
22844,26,MBALE,131,BUNGOKHO COUNTY NORTH,06,BUBYANGU,40,MADEGE,02,MADEGE TRADING CENTRE,560
21879,141,MASAKA CITY,121,KIMAANYA-KABONERA DIVISION,01,KIMAANYA-KABONERA DIVISION,04,KYABAKUZA WARD,09,KYABAKUZA HEALTH CENTRE II (NAN-Z),560
20546,23,LUWEERO,108,KATIKAMU COUNTY SOUTH,01,BOMBO TOWN COUNCIL,03,LOMULE WARD,02,WABIKOKOMA MOSQUE,560
19890,144,LIRA CITY,349,LIRA WEST DIVISION,01,LIRA WEST DIVISION,06,AMUCA,04,AMINYANGA,560
19750,22,LIRA,101,ERUTE COUNTY SOUTH,04,AGALI,27,ALYET,01,ODIPAWIGWENG,560
18667,84,KYEGEGWA,334,KYAKA CENTRAL COUNTY,04,KYEGEGWA,12,KIBUYE,05,BUTOOKE CHURCH OF UGANDA,560
18293,104,KWEEN,328,SOI COUNTY,04,NGENGE,58,SIKWO,01,SIKWO,560
17730,20,KOTIDO,094,JIE COUNTY,04,NAKAPELIMORU,16,LONGEREP,01,KAMORUMOR,560
17548,103,KOLE,001,KOLE SOUTH COUNTY,08,BALA TOWN COUNCIL,02,EASTERN B WARD,01,OMUGE P.7 SCHOOL,560
17332,66,KOBOKO,287,KOBOKO MUNICIPALITY,02,SOUTH DIVISION,26,MENGO WARD,01,BOMA GROUND (NYARILO A-F),560
16874,132,KITAGWENDA,054,KITAGWENDA COUNTY,01,KICHECHE,01,BWERA,01,BALYANIKA P/SCHOOL,560
16561,18,KISORO,087,BUFUMBIRA COUNTY NORTH,01,BUSANZA,03,BUHUMBU,03,GACACYA TRADING CENTRE,560
15791,102,KIBUKU,189,KIBUKU COUNTY,04,KIBUKU,21,KANYOLO,01,KANYOLO TREE LIFE CHURCH,560
13970,15,KASESE,080,BUSONGORA COUNTY SOUTH,01,KARUSANDARA,03,KIBUGA,02,NYABUBALE,560
12940,46,KAMWENGE,053,KIBALE COUNTY,03,KAMWENGE,17,KIZIBA,05,KIZIBA PRIMARY SCHOOL,560
12597,13,KAMULI,073,BUZAAYA COUNTY,05,WANKOLE,22,LUZINGA,06,BUBAALE,560
12440,13,KAMULI,073,BUZAAYA COUNTY,01,BUGULUMBYA,25,BUWOYA,03,KAMULI PARENTS S.S,560
12428,13,KAMULI,071,BUGABULA COUNTY SOUTH,03,KITAYUNJWA,11,BUTENDE,04,KULUKOWE T/CENTRE,560
12269,12,KAMPALA,067,RUBAGA DIVISION SOUTH,01,RUBAGA DIVISION,08,RUBAGA,22,NALUKOLONGO TRADING CENTRE II (SS-Z),560
