DISTRICT CODE;DISTRICT NAME;EA CODE;EA NAME;SCOUNTY CODE;SCOUNTY NAME;PARISH CODE;PARISH NAME;PS CODE;PS NAME;REGISTERED VOTERS;ABED BWANIKA;BESIGYE KIFEFE KIZZA;BETI OLIVE KAMYA NAMISANGO;BIDANDI? SSALI JABERI;MAO NORBERT;OLARA OTUNNU;"SAMUEL LUBEGA MUKAAKU
WALTER";YOWERI MUSEVENI KAGUTA;VALID;INVALID;SPOILT
6;HOIMA;227;"HOIMA
MUNICIPALITY";2;MPARO DIVISION;14;BWIKYA WARD;1;BWIKYA P/S A;647;0;94;0;0;0;1;1;217;313;4;0
6;HOIMA;227;HOIMA MUNICIPALITY;4;KAHOORA DIVISION;3;SOUTHERN WARD;17;"KALYABUHIRE
NEW LIFE CHURCH";246;0;18;0;0;0;0;0;77;95;2;0
6;HOIMA;227;"HOIMA
MUNICIPALITY";4;"KAHOORA
DIVISION";12;"NORTHERN
WARD";12;"HOIMA
ROTARY";689;2;47;0;0;0;2;0;192;243;0;1
6;HOIMA;227;HOIMA MUNICIPALITY;4;KAHOORA DIVISION;13;WESTERN WARD;6;DUHAGA BOYS P/SCHOOL;300;1;28;0;0;0;1;0;110;140;3;0
6;HOIMA;227;"HOIMA
MUNICIPALITY";4;"KAHOORA
DIVISION";13;"WESTERN
WARD";9;"BUSIISI P/S (KE?
Z)";818;1;105;1;0;2;0;0;299;408;15;0
6;HOIMA;227;"HOIMA
MUNICIPALITY";4;"KAHOORA
DIVISION";13;"WESTERN
WARD";11;"SAZA HQRS A
(KE?Z)";549;0;43;1;0;0;0;0;147;191;2;0
6;HOIMA;29;"BUHAGUZI
COUNTY";2;BUHIMBA;7;"MUSAIJAMUKU
RU WEST";3;"IBANDA PRI
SCH";732;1;42;1;0;2;1;1;389;437;37;0
6;HOIMA;227;HOIMA MUNICIPALITY;1;BUJUMBURA DIVISION;5;KYESIIGA WARD;2;"KYESIGA
CATHOLIC CHURCH";722;1;62;1;0;0;0;0;364;428;104;0
6;HOIMA;28;"BUGAHYA
COUNTY";1;BUHANIKA;9;KYOHAIRWE;1;"KYOHAIRWE
PRI SCH";665;2;29;0;0;0;0;0;390;421;5;0
6;HOIMA;28;BUGAHYA COUNTY;6;KIGOROBYA TOWN COUNCIL;21;SOUTH EAST WARD;2;"KIGOROBYA
HEALTH CENTRE";552;0;34;1;0;0;1;0;250;286;5;0
6;HOIMA;28;BUGAHYA COUNTY;2;BUSERUKA;5;KABAALE;1;"KABAALE
HEALTH CENTRE";983;2;59;2;0;1;1;1;476;542;7;1
6;HOIMA;28;"BUGAHYA
COUNTY";2;BUSERUKA;5;KABAALE;6;IYATALI C.O.U;685;1;55;0;0;1;3;2;233;295;81;4
;;;;;;;;"The Electoral Commission
Presidential Election Results 2011";;;;;;;;;;;;;
DISTRICT CODE;DISTRICT NAME;EA CODE;EA NAME;SCOUNTY CODE;SCOUNTY NAME;PARISH CODE;PARISH NAME;PS CODE;PS NAME;REGISTERED VOTERS;ABED BWANIKA;BESIGYE KIFEFE KIZZA;BETI OLIVE KAMYA NAMISANGO;BIDANDI? SSALI JABERI;MAO NORBERT;OLARA OTUNNU;"SAMUEL LUBEGA MUKAAKU
WALTER";YOWERI MUSEVENI KAGUTA;VALID;INVALID;SPOILT
6;HOIMA;28;"BUGAHYA
COUNTY";2;BUSERUKA;6;NYAKABINGO;2;"BUSERUKA
SCTY HQRS";858;0;76;1;0;3;3;2;389;474;20;0
6;HOIMA;28;BUGAHYA COUNTY;2;BUSERUKA;5;KABAALE;5;"BUKONA CATHOLIC
CHURCH";503;4;83;0;0;3;1;2;117;210;82;1
6;HOIMA;28;"BUGAHYA
COUNTY";2;BUSERUKA;6;NYAKABINGO;3;"KYAKABOGA
T/C (A?M)";582;1;33;0;0;0;3;0;148;185;24;0
6;HOIMA;28;BUGAHYA COUNTY;2;BUSERUKA;7;TONYA;4;"KIRYAMBOGA MARKET
SQUARE";363;2;52;1;0;1;1;1;156;214;8;2
6;HOIMA;227;"HOIMA
MUNICIPALITY";3;BUSIISI DIVISION;9;KIBINGO WARD;4;"RUYANJA
C.O.U";601;1;62;0;0;0;0;0;329;392;70;3
6;HOIMA;28;"BUGAHYA
COUNTY";5;KIGOROBYA;33;KYABISAGAZI;1;"KYABISAGAZI
COU";1.036;2;41;3;0;0;0;0;573;619;33;2
6;HOIMA;29;"BUHAGUZI
COUNTY";4;KIZIRANFUMBI;12;BULIMYA;4;SIR TITO P/S;941;1;114;1;0;0;0;1;450;567;22;2
6;HOIMA;29;"BUHAGUZI
COUNTY";4;KIZIRANFUMBI;12;BULIMYA;6;KISAMBO P/S;537;2;59;2;0;0;0;0;341;404;13;0
6;HOIMA;29;"BUHAGUZI
COUNTY";4;KIZIRANFUMBI;14;MUNTEME;2;KAIGO P/S;530;1;68;0;0;0;0;1;329;399;3;0
6;HOIMA;29;"BUHAGUZI
COUNTY";5;KYANGWALI;16;KASONGA;1;"BUKINDA PRI
SCH";678;1;37;0;0;1;0;0;322;361;38;0
6;HOIMA;29;"BUHAGUZI
COUNTY";5;KYANGWALI;16;KASONGA;4;"KAVULE PRI
SCH";190;0;5;2;0;0;0;0;97;104;5;1
7;IGANGA;38;KIGULU COUNTY NORTH;1;NABITENDE;2;ITANDA;4;KINU P/S;531;3;65;2;0;0;0;0;257;327;13;0
7;IGANGA;38;KIGULU COUNTY NORTH;1;NABITENDE;6;NALUKO;3;NAWANKWAL E MOSSQUE;204;0;18;1;0;0;0;1;94;114;13;0
7;IGANGA;38;KIGULU COUNTY NORTH;2;NAMBALE;9;NAIBIRI;2;BUKWANGA P/SCH;707;5;68;2;0;3;0;1;288;367;20;0
7;IGANGA;38;KIGULU COUNTY NORTH;2;NAMBALE;10;NAMBALE;2;IRENZI  P/SCH;948;2;60;2;0;0;3;1;335;403;19;0
7;IGANGA;38;KIGULU COUNTY NORTH;3;NAMUNGALWE;13;MWENDANFUK O;3;"BULANGA T/CENTRE A(N?
Z)";365;0;25;0;0;0;0;0;125;150;7;0
7;IGANGA;38;KIGULU COUNTY NORTH;3;NAMUNGALWE;16;NAMUNKESU;2;"BUBOGO
T/CENTRE (A? M)";983;3;94;1;0;3;0;0;352;453;5;0
7;IGANGA;38;KIGULU COUNTY NORTH;3;NAMUNGALWE;17;NAMUNSAALA;2;NAISANGA P/S (A?M);667;1;76;2;0;2;0;3;231;315;16;0
7;IGANGA;38;KIGULU COUNTY NORTH;4;NAWANDALA;19;KIWANYI;2;BUSAALA BOREHOLE;570;1;59;1;0;1;0;2;262;326;22;0
7;IGANGA;38;KIGULU COUNTY NORTH;4;NAWANDALA;21;NAMUSIISI;2;MALOBI P/S;678;0;68;0;0;0;0;0;277;345;7;0
;;;;;;;;"The Electoral Commission
Presidential Election Results 2011";;;;;;;;;;;;;
DISTRICT CODE;DISTRICT NAME;EA CODE;EA NAME;SCOUNTY CODE;SCOUNTY NAME;PARISH CODE;PARISH NAME;PS CODE;PS NAME;REGISTERED VOTERS;ABED BWANIKA;BESIGYE KIFEFE KIZZA;BETI OLIVE KAMYA NAMISANGO;BIDANDI? SSALI JABERI;MAO NORBERT;OLARA OTUNNU;"SAMUEL LUBEGA MUKAAKU
WALTER";YOWERI MUSEVENI KAGUTA;VALID;INVALID;SPOILT
7;IGANGA;38;KIGULU COUNTY NORTH;4;NAWANDALA;21;NAMUSIISI;3;NAMUSIISI PARISH HQTRS;595;0;46;0;0;0;0;0;261;307;14;0
7;IGANGA;39;KIGULU COUNTY SOUTH;1;BULAMAGI;5;BULOWOOZA;3;KASOLO MOSQUE;749;1;94;2;0;0;1;0;208;306;7;0
7;IGANGA;39;KIGULU COUNTY SOUTH;3;NAKALAMA;12;BUKOONA;5;NAMUDUNDI 'B' BOREHOLE;496;1;30;0;0;0;0;0;227;258;6;0
7;IGANGA;39;KIGULU COUNTY SOUTH;3;NAKALAMA;14;NAKALAMA;4;BUKOBOLI CENTRE;707;1;84;1;0;0;2;3;232;323;0;0
7;IGANGA;39;KIGULU COUNTY SOUTH;5;NAWANYINGI;6;BUNYIRO;1;BUNYIRO PR/SCHOOL A;669;1;49;0;0;1;0;0;177;228;8;0
7;IGANGA;39;KIGULU COUNTY SOUTH;5;NAWANYINGI;9;MAGOGO;3;LWERERA CENTRE A;750;0;85;1;0;2;2;1;252;343;12;0
7;IGANGA;39;KIGULU COUNTY SOUTH;5;NAWANYINGI;10;NAWANYINGI;3;"MAWANGALA
CHRISTIAN ACADEMY";537;1;21;1;0;0;0;0;494;517;3;0
7;IGANGA;228;IGANGA MUNICIPALITY;1;CENTRAL DIVISION;21;KASOKOSO WARD;7;"ST. PETER
C.O.U KASOKOSO (O? Z)";501;0;73;3;0;4;0;0;91;171;2;0
7;IGANGA;228;"IGANGA
MUNICIPALITY";2;"NORTHERN
DIVISION";20;"BUGUMBA
WARD";4;"GOODSHED
/ST A (M?Z)";622;1;51;0;0;1;0;0;159;212;9;0
7;IGANGA;38;KIGULU COUNTY NORTH;2;NAMBALE;10;NAMBALE;3;"NAMBALE SUBCOUNTY
CENTRE";796;1;69;0;0;0;3;2;277;352;20;0
7;IGANGA;228;IGANGA MUNICIPALITY;1;CENTRAL DIVISION;2;NAKAVULE WARD;3;"IGANGA HOSPITAL (M?
M)";643;1;116;1;4;3;1;0;176;302;3;0
7;IGANGA;228;IGANGA MUNICIPALITY;1;CENTRAL DIVISION;2;NAKAVULE WARD;5;"IGANGA HOSPITAL (O?
Z)";464;0;55;0;1;1;0;0;140;197;2;0
7;IGANGA;228;IGANGA MUNICIPALITY;2;NORTHERN DIVISION;3;IGAMBA WARD;3;"IGAMBA PR/SCHOOL(N?
Z)";866;1;64;2;1;1;1;4;201;275;6;1
7;IGANGA;30;BUGWERI COUNTY;1;BUYANGA;2;BUMOOZI;1;"BUWANGA/BU
MOZI  ? CATHOLIC CHURC";623;3;181;0;0;0;1;299;6;490;14;0
7;IGANGA;30;BUGWERI COUNTY;1;BUYANGA;3;BUWOOYA;1;"BUWOLA ?
BUYANGA PRI. SCHOOL";851;5;191;0;0;2;1;1;362;562;16;0
7;IGANGA;30;"BUGWERI
COUNTY";1;BUYANGA;4;BWIGULA;3;"BWIGULA
BORE?HOLE";725;1;169;1;0;0;5;0;322;498;11;0
7;IGANGA;30;BUGWERI COUNTY;1;BUYANGA;5;IDUDI;6;"KIKUNYU
BORE?HOLE AREA";682;3;217;0;0;0;1;0;222;443;12;0
;;;;;;;;"The Electoral Commission
Presidential Election Results 2011";;;;;;;;;;;;;
DISTRICT CODE;DISTRICT NAME;EA CODE;EA NAME;SCOUNTY CODE;SCOUNTY NAME;PARISH CODE;PARISH NAME;PS CODE;PS NAME;REGISTERED VOTERS;ABED BWANIKA;BESIGYE KIFEFE KIZZA;BETI OLIVE KAMYA NAMISANGO;BIDANDI? SSALI JABERI;MAO NORBERT;OLARA OTUNNU;"SAMUEL LUBEGA MUKAAKU
WALTER";YOWERI MUSEVENI KAGUTA;VALID;INVALID;SPOILT
7;IGANGA;30;"BUGWERI
COUNTY";2;IBULANKU;12;IBULANKU;4;BUSOLERA;457;2;147;2;0;0;0;1;166;318;10;0
7;IGANGA;30;"BUGWERI
COUNTY";2;IBULANKU;17;NSAALE;3;"BUYEBE
MOSQUE";929;4;239;1;0;2;0;3;313;562;7;1
7;IGANGA;30;"BUGWERI
COUNTY";6;IGOMBE;13;IGOMBE;1;"IGOMBE
CENTRE";917;2;173;3;0;4;0;2;346;530;33;1
7;IGANGA;30;BUGWERI COUNTY;3;MAKUUTU;21;MAKUUTU;5;"NAKADULI NURSERY
SCHOOL";358;2;70;0;0;0;2;1;158;233;5;0
7;IGANGA;30;"BUGWERI
COUNTY";6;IGOMBE;8;BUBENGE;3;"MATOVU
JUNCTION";205;0;59;0;0;0;1;0;97;157;0;0
7;IGANGA;30;"BUGWERI
COUNTY";4;NAMALEMBA;23;MINANI;1;"MINANI?
KAYEMBE";765;2;147;1;0;1;0;2;346;499;0;1
7;IGANGA;30;"BUGWERI
COUNTY";4;NAMALEMBA;23;MINANI;3;"BUKAKAIRE PR
SCHOOL A";720;4;109;0;0;0;2;2;360;477;11;1
7;IGANGA;30;BUGWERI COUNTY;4;NAMALEMBA;24;NAMALEMBA;7;"NAWANGISA
PRIMARY SCHOOL";397;0;51;0;0;1;1;0;233;286;11;1
7;IGANGA;38;KIGULU COUNTY NORTH;1;NABITENDE;1;BUGONO;1;BUGONO T/CENTRE;853;2;143;0;0;0;1;1;292;439;15;1
7;IGANGA;38;KIGULU COUNTY NORTH;1;NABITENDE;4;KASAMBIKA;1;KASAMBIKA P/SCH;831;2;61;2;0;0;0;0;437;502;23;0
7;IGANGA;38;KIGULU COUNTY NORTH;1;NABITENDE;5;NABITENDE;2;NABITENDE P/SCH;743;0;78;0;0;1;1;0;298;378;18;0
7;IGANGA;38;KIGULU COUNTY NORTH;1;NABITENDE;6;NALUKO;2;BUNIAMBAGO;342;3;31;0;0;1;1;1;138;175;11;0
7;IGANGA;38;KIGULU COUNTY NORTH;2;NAMBALE;9;NAIBIRI;4;KAZIGO KASOKOSO;441;2;53;0;0;0;1;0;196;252;15;0
7;IGANGA;38;KIGULU COUNTY NORTH;2;NAMBALE;10;NAMBALE;1;NKOFU MILLERS;694;3;58;0;0;1;1;1;262;326;30;0
7;IGANGA;38;KIGULU COUNTY NORTH;2;NAMBALE;11;NASUTI;5;"NASUUTI SOUTH ? KUNYA'S
PLACE";623;0;53;4;0;1;1;1;251;311;5;0
7;IGANGA;38;KIGULU COUNTY NORTH;3;NAMUNGALWE;14;NAMUNGALWE;6;"NAMUNGALW
E MUSLIM (NAL?Z)";864;1;72;4;0;4;1;0;257;339;13;0
7;IGANGA;38;KIGULU COUNTY NORTH;4;NAWANDALA;18;BUGONGO;2;BUGONGO PRI. SCHOOL;817;3;54;2;0;0;0;0;356;415;26;0
7;IGANGA;38;KIGULU COUNTY NORTH;4;NAWANDALA;18;BUGONGO;3;"NAWANDALA
SUBCOUNTY HQTRS";708;2;63;0;0;0;0;0;328;393;20;1
;;;;;;;;"The Electoral Commission
Presidential Election Results 2011";;;;;;;;;;;;;
DISTRICT CODE;DISTRICT NAME;EA CODE;EA NAME;SCOUNTY CODE;SCOUNTY NAME;PARISH CODE;PARISH NAME;PS CODE;PS NAME;REGISTERED VOTERS;ABED BWANIKA;BESIGYE KIFEFE KIZZA;BETI OLIVE KAMYA NAMISANGO;BIDANDI? SSALI JABERI;MAO NORBERT;OLARA OTUNNU;"SAMUEL LUBEGA MUKAAKU
WALTER";YOWERI MUSEVENI KAGUTA;VALID;INVALID;SPOILT
7;IGANGA;39;KIGULU COUNTY SOUTH;1;BULAMAGI;3;BUKOYO;2;"WALUGOGO
PRIMARY SCH. B";977;1;140;6;0;6;4;0;258;415;13;0
7;IGANGA;39;KIGULU COUNTY SOUTH;1;BULAMAGI;5;BULOWOOZA;2;WAIBI'S PLACE;674;0;84;0;0;1;2;0;259;346;2;0
7;IGANGA;39;KIGULU COUNTY SOUTH;3;NAKALAMA;11;BUKAYE;4;NAMPIRIKA BOREHOLE;804;2;71;1;0;0;0;0;237;311;6;0
7;IGANGA;39;KIGULU COUNTY SOUTH;3;NAKALAMA;12;BUKOONA;2;NAMUDUNDI P/S A;684;5;91;2;0;1;0;1;257;357;31;0
7;IGANGA;39;KIGULU COUNTY SOUTH;4;NAKIGO;15;BULUBANDI;3;NANDEKULA BOREHOLE A;514;1;53;0;0;0;1;0;163;218;4;0
7;IGANGA;39;KIGULU COUNTY SOUTH;4;NAKIGO;16;BUNYAMA;2;BUNYAMA;714;5;72;0;0;4;2;0;291;374;10;0
7;IGANGA;39;KIGULU COUNTY SOUTH;4;NAKIGO;16;BUNYAMA;3;BUKWAYA P/S;683;1;57;0;0;1;0;0;268;327;14;1
7;IGANGA;39;KIGULU COUNTY SOUTH;4;NAKIGO;19;WAIRAMA;1;"WAIRAMA
TRADING CENTRE";962;1;127;2;0;2;2;1;214;349;0;103
7;IGANGA;39;KIGULU COUNTY SOUTH;5;NAWANYINGI;4;BULAMAGI;1;"BULAMAGI
ROAD JUNCTION";500;2;40;1;0;0;0;1;207;251;6;1
7;IGANGA;39;KIGULU COUNTY SOUTH;5;NAWANYINGI;4;BULAMAGI;2;BUBAKA P/S;489;0;34;0;0;0;0;2;217;253;18;0
7;IGANGA;39;KIGULU COUNTY SOUTH;5;NAWANYINGI;10;NAWANYINGI;5;WALUGOMA;485;1;44;0;0;0;0;0;202;247;8;0
7;IGANGA;39;KIGULU COUNTY SOUTH;4;NAKIGO;16;BUNYAMA;1;"KIBOYO TRADING
CENTER";681;2;125;0;0;1;0;2;292;422;10;0
7;IGANGA;39;KIGULU COUNTY SOUTH;4;NAKIGO;17;BUSOWOOBI;4;"NAKIGO S/COUNTY
HQTRS (N?Z)";434;2;59;0;0;0;0;0;166;227;11;0
7;IGANGA;39;KIGULU COUNTY SOUTH;4;NAKIGO;19;WAIRAMA;2;"NAKISENYI
PRIMARY SCHOOL";542;0;46;0;0;0;0;0;260;306;12;12
7;IGANGA;39;KIGULU COUNTY SOUTH;5;NAWANYINGI;6;BUNYIRO;3;BUWOLOMER A P/S;892;0;83;2;0;0;0;0;370;455;15;0
7;IGANGA;39;KIGULU COUNTY SOUTH;5;NAWANYINGI;9;MAGOGO;1;MAGOGO P/S;909;2;71;1;0;0;0;0;323;397;14;1
7;IGANGA;30;BUGWERI COUNTY;1;BUYANGA;3;BUWOOYA;2;"BUYIRIMA/BU
YANGA ? PRI. SCHOOL";575;5;191;0;0;2;1;1;352;552;15;0
;;;;;;;;"The Electoral Commission
Presidential Election Results 2011";;;;;;;;;;;;;
DISTRICT CODE;DISTRICT NAME;EA CODE;EA NAME;SCOUNTY CODE;SCOUNTY NAME;PARISH CODE;PARISH NAME;PS CODE;PS NAME;REGISTERED VOTERS;ABED BWANIKA;BESIGYE KIFEFE KIZZA;BETI OLIVE KAMYA NAMISANGO;BIDANDI? SSALI JABERI;MAO NORBERT;OLARA OTUNNU;"SAMUEL LUBEGA MUKAAKU
WALTER";YOWERI MUSEVENI KAGUTA;VALID;INVALID;SPOILT
7;IGANGA;228;IGANGA MUNICIPALITY;1;CENTRAL DIVISION;2;NAKAVULE WARD;2;IGANGA HOSPITAL (K?L);703;1;110;1;0;1;0;0;222;335;7;0
7;IGANGA;228;IGANGA MUNICIPALITY;1;CENTRAL DIVISION;5;NABIDONGHA PRISON WARD;1;"IGANGA
CHILDREN'S CENTRE";867;1;107;3;1;3;3;0;280;398;1;0
7;IGANGA;228;IGANGA MUNICIPALITY;1;CENTRAL DIVISION;21;KASOKOSO WARD;2;"IGANGA MUSLIM HEALTH UNIT
B";1.139;7;222;1;9;6;4;0;307;556;7;0
7;IGANGA;228;"IGANGA
MUNICIPALITY";1;CENTRAL DIVISION;22;BULIGO WARD;7;"IGANGA
CENTRAL (N?Z)";806;0;51;0;0;1;0;0;175;227;6;0
7;IGANGA;228;IGANGA MUNICIPALITY;2;NORTHERN DIVISION;4;MUTUKULA WARD;2;"NKONO III (N?
Z) ? KONGOLA RD";753;1;74;1;2;1;0;1;210;290;7;0
7;IGANGA;228;"IGANGA
MUNICIPALITY";2;"NORTHERN
DIVISION";4;"MUTUKULA
WARD";5;"NKONO I (N?Z) ?
EARS";640;0;51;1;0;1;0;0;140;193;4;1
7;IGANGA;30;"BUGWERI
COUNTY";5;"BUSEMBATIA
TOWN COUNCIL";30;"MAJENGO
WARD";1;"MAJENGO
CENTRE";1.004;3;197;0;0;0;2;1;368;571;14;0
7;IGANGA;30;"BUGWERI
COUNTY";1;BUYANGA;2;BUMOOZI;5;"NSOZIBIRI
MOSQUE";407;1;72;1;0;1;0;1;219;295;8;0
7;IGANGA;30;"BUGWERI
COUNTY";1;BUYANGA;3;BUWOOYA;4;"NALUSWA P
SCHOOL";831;3;159;0;0;3;0;0;370;535;29;0
7;IGANGA;30;"BUGWERI
COUNTY";1;BUYANGA;5;IDUDI;1;"IDUDI D ?
PWD(PIDA)";1.039;4;275;5;0;1;2;1;349;637;15;0
7;IGANGA;30;"BUGWERI
COUNTY";1;BUYANGA;5;IDUDI;4;"MUFUMI
MOSQUE";531;1;218;2;0;2;0;0;165;388;8;0
7;IGANGA;30;"BUGWERI
COUNTY";2;IBULANKU;10;BUTENDE;1;"BUKOTERA PRI
SCHOOL";432;2;104;0;0;0;0;0;227;333;9;0
7;IGANGA;30;"BUGWERI
COUNTY";2;IBULANKU;10;BUTENDE;3;"LUSAGHA
JUNCTION";478;7;112;0;0;0;2;1;204;326;26;0
7;IGANGA;30;"BUGWERI
COUNTY";2;IBULANKU;11;IBAAKO;3;"BUGWERI
COUNTY HQS";872;0;148;2;0;1;1;0;341;493;17;0
7;IGANGA;30;BUGWERI COUNTY;2;IBULANKU;12;IBULANKU;1;"IBULANKU
S/COUNTY HQS A";745;4;234;1;0;0;4;1;256;500;11;0
7;IGANGA;30;"BUGWERI
COUNTY";2;IBULANKU;17;NSAALE;4;NSAALE;474;1;116;0;0;2;1;0;229;349;4;0
7;IGANGA;30;"BUGWERI
COUNTY";3;MAKUUTU;18;KASOZI;6;"NONDWE T
CENTRE B";853;4;125;2;0;2;1;0;341;475;13;1
7;IGANGA;30;"BUGWERI
COUNTY";3;MAKUUTU;19;KIGULAMO;2;"NAITANDU
CENTRE(A?M)";485;0;94;0;0;1;1;0;242;338;10;1
7;IGANGA;30;"BUGWERI
COUNTY";1;BUYANGA;1;BULUNGULI;3;"BULUNGULI
MOSQUE";706;3;138;1;0;0;0;2;371;515;9;1
7;IGANGA;30;"BUGWERI
COUNTY";1;BUYANGA;2;BUMOOZI;3;"NKOMBE PRI.
SCHOOL";643;8;172;0;0;3;1;2;257;443;25;0
7;IGANGA;30;BUGWERI COUNTY;1;BUYANGA;3;BUWOOYA;3;"DHAKABA
MEMOMERIAL PRI. SCHOOL";526;6;98;1;0;0;2;1;219;327;10;0
7;IGANGA;30;"BUGWERI
COUNTY";1;BUYANGA;5;IDUDI;2;"IDUDI (B & C) ?
C.O.U A";760;2;216;1;0;1;2;1;180;403;16;0
;;;;;;;;"The Electoral Commission
Presidential Election Results 2011";;;;;;;;;;;;;
DISTRICT CODE;DISTRICT NAME;EA CODE;EA NAME;SCOUNTY CODE;SCOUNTY NAME;PARISH CODE;PARISH NAME;PS CODE;PS NAME;REGISTERED VOTERS;ABED BWANIKA;BESIGYE KIFEFE KIZZA;BETI OLIVE KAMYA NAMISANGO;BIDANDI? SSALI JABERI;MAO NORBERT;OLARA OTUNNU;"SAMUEL LUBEGA MUKAAKU
WALTER";YOWERI MUSEVENI KAGUTA;VALID;INVALID;SPOILT
7;IGANGA;30;BUGWERI COUNTY;1;BUYANGA;5;IDUDI;5;"IDUDI A (N?Z) ?
ST. THOMAS CHURC";925;4;106;2;0;0;0;1;214;327;27;0
7;IGANGA;30;"BUGWERI
COUNTY";1;BUYANGA;7;LUBIRA;1;"LUBIRA PR
SCHOOL";901;8;218;2;0;1;2;0;368;599;22;0
7;IGANGA;30;"BUGWERI
COUNTY";2;IBULANKU;10;BUTENDE;4;"BUTENDE PR
SCHOOL (N?Z)";677;3;171;1;0;1;0;0;239;415;13;1
7;IGANGA;30;BUGWERI COUNTY;2;IBULANKU;11;IBAAKO;1;BUSESA MIXED SCHOOL;814;0;155;2;0;1;0;0;314;472;31;3
7;IGANGA;30;"BUGWERI
COUNTY";2;IBULANKU;15;NAMIGANDA;1;"NAMIGANDA
LC1";448;3;97;0;0;1;0;0;207;308;30;0
7;IGANGA;30;"BUGWERI
COUNTY";3;MAKUUTU;18;KASOZI;4;"NAMAVUNDU
PR SCHOOL";544;2;81;1;0;0;0;2;295;381;13;0
7;IGANGA;30;BUGWERI COUNTY;3;MAKUUTU;21;MAKUUTU;6;"BUSWIRIRI
MOSQUE AREA";307;1;41;0;0;0;0;0;172;214;12;0
7;IGANGA;30;"BUGWERI
COUNTY";4;NAMALEMBA;23;MINANI;2;"MINANI PR
SCHOOL B";887;0;168;0;0;2;2;1;419;592;20;0
7;IGANGA;38;KIGULU COUNTY NORTH;1;NABITENDE;2;ITANDA;1;BUVULE T/CENTRE;798;6;109;0;0;0;0;0;277;392;11;0
7;IGANGA;38;KIGULU COUNTY NORTH;1;NABITENDE;3;KABIRA?ITUBA;1;ITUBA HEALTH CENTRE;767;0;77;2;0;0;2;3;333;417;16;2
7;IGANGA;38;KIGULU COUNTY NORTH;2;NAMBALE;7;MWIRA;3;KYAMWAMI MOSQUE;445;2;28;0;0;1;0;0;276;307;5;0
7;IGANGA;38;KIGULU COUNTY NORTH;2;NAMBALE;9;NAIBIRI;1;NAIBIRI PRIMARY SCH;850;1;74;2;0;0;0;1;362;440;27;0
7;IGANGA;38;KIGULU COUNTY NORTH;2;NAMBALE;9;NAIBIRI;5;BULANDA CHURCH;676;1;73;1;0;0;1;0;254;330;25;3
7;IGANGA;38;KIGULU COUNTY NORTH;3;NAMUNGALWE;12;BULUMWAKI;2;WAGODO P/SCH;662;2;26;0;0;2;1;0;282;313;7;0
7;IGANGA;38;KIGULU COUNTY NORTH;3;NAMUNGALWE;12;BULUMWAKI;3;NSINZE T/CENTRE;598;6;97;0;0;4;0;1;208;316;12;0
7;IGANGA;38;KIGULU COUNTY NORTH;3;NAMUNGALWE;13;MWENDANFUK O;1;BULANGA TR/CENTRE A;581;0;57;0;0;2;0;3;191;253;27;0
7;IGANGA;38;KIGULU COUNTY NORTH;3;NAMUNGALWE;13;MWENDANFUK O;2;BULANGA T/CENTRE  B;285;0;27;0;0;0;0;0;147;174;6;0
7;IGANGA;38;KIGULU COUNTY NORTH;3;NAMUNGALWE;14;NAMUNGALWE;1;"KIGULU
SECONDARY SCHOOL";462;1;31;0;0;1;2;1;149;185;10;0
;;;;;;;;"The Electoral Commission
Presidential Election Results 2011";;;;;;;;;;;;;
DISTRICT CODE;DISTRICT NAME;EA CODE;EA NAME;SCOUNTY CODE;SCOUNTY NAME;PARISH CODE;PARISH NAME;PS CODE;PS NAME;REGISTERED VOTERS;ABED BWANIKA;BESIGYE KIFEFE KIZZA;BETI OLIVE KAMYA NAMISANGO;BIDANDI? SSALI JABERI;MAO NORBERT;OLARA OTUNNU;"SAMUEL LUBEGA MUKAAKU
WALTER";YOWERI MUSEVENI KAGUTA;VALID;INVALID;SPOILT
7;IGANGA;38;KIGULU COUNTY NORTH;3;NAMUNGALWE;16;NAMUNKESU;1;"NAMUNKESU
HEALTH CENTER II";734;2;81;2;0;1;0;0;299;385;0;0
7;IGANGA;38;KIGULU COUNTY NORTH;4;NAWANDALA;18;BUGONGO;5;NAWANDALA PRI. SCHOOL;879;3;55;1;0;0;2;1;389;451;8;0
7;IGANGA;38;KIGULU COUNTY NORTH;4;NAWANDALA;20;KYENDABAWAL A;1;"KABULI
PRIMARY SCHOOL";596;1;38;1;0;2;1;0;306;349;10;0
7;IGANGA;39;KIGULU COUNTY SOUTH;1;BULAMAGI;8;IWAWU;3;NTINDA CENTRE C;686;2;55;2;0;4;1;0;302;366;2;0
7;IGANGA;39;KIGULU COUNTY SOUTH;1;BULAMAGI;8;IWAWU;5;NAMASOGA CENTRE;487;0;62;0;0;0;0;0;204;266;7;0
7;IGANGA;39;KIGULU COUNTY SOUTH;1;BULAMAGI;8;IWAWU;6;"NTINDA
FELLOWSHIP CHURCH";613;3;8;3;0;7;2;0;244;267;4;0
7;IGANGA;39;KIGULU COUNTY SOUTH;3;NAKALAMA;13;BUSEYI;3;BUSEYI MOSQUE;778;3;85;1;0;0;1;1;264;355;0;0
7;IGANGA;39;KIGULU COUNTY SOUTH;4;NAKIGO;15;BULUBANDI;4;BULUBANDI CENTRE (N?Z);922;2;56;2;0;3;1;0;253;317;7;0
